name,id,date,text,polarity,retweet,fav,follower,friendscount,avg_re,avg_fav
BarackObama,7.69E+17,26-08-2016 18:45,"b""Say you'll continue the fight to make gender equality a reality in America: https://t.co/XusbC9I8l3 #WomensEqualityDay""",0,733,2383,101652972,623384,5956,20389
BarackObama,7.69E+17,26-08-2016 17:03,"b""We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay https://t.co/B7C0Nk27T5""",4,5126,13011,101652972,623384,5956,20389
BarackObama,7.69E+17,26-08-2016 15:34,"b'Organize for change in your community, and look good doing it. https://t.co/1Flbtn2PQQ https://t.co/e5TkkUQI1A'",4,661,2915,101652972,623384,5956,20389
BarackObama,7.69E+17,25-08-2016 22:13,"b'""These are our American cathedrals, and they belong to you."" \xe2\x80\x94Jonathan B. Jarvis, director of the @NatlParkService https://t.co/NbAXewqVsA'",0,1479,5275,101652972,623384,5956,20389
BarackObama,7.69E+17,25-08-2016 20:24,"b""Happy 100th birthday, @NatlParkService. Here's to the next 100. #NPS100 https://t.co/LGShTB9l4x""",4,2558,9030,101652972,623384,5956,20389
BarackObama,7.69E+17,25-08-2016 15:58,b'RT @SecretaryJewell: .@NatlParkService \xf0\x9f\x92\xaf bday is a great time to look to next century\xe2\x80\x94connecting all Americans to parks &amp; conservation.SJ h\xe2\x80\xa6',4,447,0,101652972,623384,5956,20389
BarackObama,7.69E+17,24-08-2016 21:35,b'We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: https://t.co/VbPUcviyZ2 #DoYourJob',0,1034,3431,101652972,623384,5956,20389
BarackObama,7.69E+17,24-08-2016 20:32,b'This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob https://t.co/I0TN3csv0O',4,4075,10187,101652972,623384,5956,20389
BarackObama,7.69E+17,24-08-2016 18:44,b'Get important news delivered straight to your inbox\xe2\x80\x94join the @OFA Truth Team: https://t.co/CQa3WGnBcB',4,305,1265,101652972,623384,5956,20389
BarackObama,7.68E+17,24-08-2016 16:30,"b""Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. https://t.co/76pwc0JM3m""",4,2891,7176,101652972,623384,5956,20389
BarackObama,7.68E+17,24-08-2016 15:17,"b""America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate https://t.co/tGK9Uu5l0C""",4,1562,6225,101652972,623384,5956,20389
BarackObama,7.68E+17,23-08-2016 19:43,"b'RT @WhiteHouse: ""What I want the people of Louisiana to know is this\xe2\x80\x94you\xe2\x80\x99re not alone.""\xe2\x80\x94@POTUS: https://t.co/6Uet2HpPXI https://t.co/d5yjHs\xe2\x80\xa6'",0,1106,0,101652972,623384,5956,20389
BarackObama,7.68E+17,22-08-2016 22:12,"b""We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. https://t.co/INKhdtm2rn""",4,1290,4515,101652972,623384,5956,20389
BarackObama,7.68E+17,22-08-2016 19:31,"b""The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. https://t.co/akIkPCcxUM""",0,4739,14666,101652972,623384,5956,20389
BarackObama,7.68E+17,22-08-2016 17:45,"b'Read why the Supreme Court needs nine justices, not shameless partisanship. https://t.co/8p9l6bSPcq'",0,871,2928,101652972,623384,5956,20389
BarackObama,7.68E+17,22-08-2016 16:07,b'Get the facts. Cut through the noise with the @OFA Truth Team: https://t.co/4YNdcmVTED https://t.co/OlBqKSgLUZ',0,613,2538,101652972,623384,5956,20389
BarackObama,7.67E+17,20-08-2016 17:08,"b'""We\xe2\x80\x99ve protected more than 265 million acres of public lands and waters."" \xe2\x80\x94President Obama https://t.co/TyJS4eBFr5'",4,1190,5737,101652972,623384,5956,20389
BarackObama,7.67E+17,20-08-2016 16:04,"b'In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService. https://t.co/TyJS4eBFr5'",0,794,4000,101652972,623384,5956,20389
BarackObama,7.67E+17,19-08-2016 19:16,b'Another record broken. https://t.co/sw9XGUXWqX #ActOnClimate',-4,1484,2892,101652972,623384,5956,20389
BarackObama,7.67E+17,19-08-2016 17:14,"b""Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/rNIKnWI2K2""",4,800,2829,101652972,623384,5956,20389
BarackObama,7.67E+17,19-08-2016 15:17,"b""Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate https://t.co/s2yzyDqvNR""",4,2066,8545,101652972,623384,5956,20389
BarackObama,7.66E+17,18-08-2016 21:59,b'\xe2\x80\x9cEach month just gives another data point that makes the evidence stronger that we\xe2\x80\x99re changing the climate.\xe2\x80\x9d https://t.co/QbFZXySQ86',0,3048,6069,101652972,623384,5956,20389
BarackObama,7.66E+17,18-08-2016 20:57,"b""Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9""",0,5202,11032,101652972,623384,5956,20389
BarackObama,7.66E+17,18-08-2016 16:57,"b'Get the facts, not the fluff\xe2\x80\x94join the OFA Truth Team: https://t.co/ssz4MCTj7s'",0,365,1487,101652972,623384,5956,20389
BarackObama,7.66E+17,18-08-2016 15:50,b'Carry what you need while organizing for change. https://t.co/PcxJtQcx2I https://t.co/cVvj9b3Mnq',0,394,1986,101652972,623384,5956,20389
BarackObama,7.66E+17,17-08-2016 21:18,b'New standards for heavy-duty trucks will cut 1.1 billion metric tons of carbon pollution through 2027. https://t.co/1BncKu28M3',4,1033,3995,101652972,623384,5956,20389
BarackObama,7.66E+17,17-08-2016 19:46,b'Call on Congress to #DisarmHate. Add your name to support common-sense gun legislation: https://t.co/YvBX3rPILx',0,770,2685,101652972,623384,5956,20389
BarackObama,7.66E+17,17-08-2016 17:06,"b""We shouldn't accept this as normal. #DisarmHate https://t.co/tqmaTawXXX""",4,2501,7546,101652972,623384,5956,20389
BarackObama,7.66E+17,17-08-2016 15:39,"b""Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate. https://t.co/0kbF22nnm4""",0,4407,15352,101652972,623384,5956,20389
BarackObama,7.66E+17,16-08-2016 20:02,"b""RT @WhiteHouse: Here's how today's new actions will spur innovation and promote more efficient vehicles: https://t.co/WoV9454Y4B https://t.\xe2\x80\xa6""",4,483,0,101652972,623384,5956,20389
BarackObama,7.66E+17,16-08-2016 18:48,b'We\xe2\x80\x99re taking important steps to help guarantee the basic security of paid family leave. https://t.co/yvRhINmIGA #LeadOnLeave',4,583,2340,101652972,623384,5956,20389
BarackObama,7.66E+17,16-08-2016 16:34,b'Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. https://t.co/1AaykUkmvn #DoYourJob',0,1122,3577,101652972,623384,5956,20389
BarackObama,7.66E+17,16-08-2016 14:52,"b""Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw""",4,2890,9644,101652972,623384,5956,20389
BarackObama,7.65E+17,15-08-2016 20:48,"b'Today, thousands of young DREAMers are able to fully contribute to our communities and our economy. https://t.co/szjWDVYm9X'",4,1559,6931,101652972,623384,5956,20389
BarackObama,7.65E+17,15-08-2016 18:50,b'Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: https://t.co/OVDjQVdx3v #DoYourJob',4,1258,4156,101652972,623384,5956,20389
BarackObama,7.65E+17,15-08-2016 17:07,b'It\xe2\x80\x99s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote. https://t.co/ysc4UvluR0',-4,2795,8923,101652972,623384,5956,20389
BarackObama,7.65E+17,15-08-2016 15:31,b'Editorial boards around the country agree: Our judicial system is too important to be used as a political football. https://t.co/f1INOTKcmL',4,995,3244,101652972,623384,5956,20389
BarackObama,7.65E+17,13-08-2016 18:56,"b'""There\'s no doubt that America has become a global leader in the fight against climate change."" \xe2\x80\x94President Obama https://t.co/nuI6cbADqm'",0,1199,5780,101652972,623384,5956,20389
BarackObama,7.65E+17,13-08-2016 17:44,"b""In the weekly address, President Obama discusses progress made in combating climate change\xe2\x80\x94and what's left to do. https://t.co/nuI6cbADqm""",0,813,3776,101652972,623384,5956,20389
BarackObama,7.64E+17,12-08-2016 21:55,"b""Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob https://t.co/EpPURJ3Dwa""",4,3504,10449,101652972,623384,5956,20389
BarackObama,7.64E+17,12-08-2016 20:08,b'The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate https://t.co/Kw09SczeRv',4,1410,5314,101652972,623384,5956,20389
BarackObama,7.64E+17,12-08-2016 18:39,"b""Not long ago, women could be charged more for health insurance\xe2\x80\x94for being women. There's more to do: https://t.co/YQE99FTIoH #StandWithWomen""",4,659,2587,101652972,623384,5956,20389
BarackObama,7.64E+17,12-08-2016 16:44,"b""Equality isn't a zero-sum game. https://t.co/Gj2V95WzPO""",-4,1504,4351,101652972,623384,5956,20389
BarackObama,7.64E+17,12-08-2016 15:17,"b""Five months is long enough. It's time for a fair hearing and an up-or-down vote. https://t.co/PyMjLh8UJ8""",4,4675,16567,101652972,623384,5956,20389
BarackObama,7.64E+17,11-08-2016 21:58,b'Senate leaders continue to obstruct a full Supreme Court and it must stop\xe2\x80\x94add your name if you agree: https://t.co/UWY4jtePG2 #DoYourJob',4,918,2764,101652972,623384,5956,20389
BarackObama,7.64E+17,11-08-2016 20:33,b'Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: https://t.co/phINUVx7gh',4,1032,3130,101652972,623384,5956,20389
BarackObama,7.64E+17,11-08-2016 18:51,"b""20 million more insured \xe2\x9c\x94\xef\xb8\x8f \n15 million new jobs \xe2\x9c\x94\xef\xb8\x8f \nA global climate agreement \xe2\x9c\x94\xef\xb8\x8f \n\nLet's keep it going: https://t.co/bs3lO6xPr8""",4,988,3924,101652972,623384,5956,20389
BarackObama,7.64E+17,11-08-2016 17:34,"b""Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: https://t.co/Vs5CT07FZm""",0,668,2182,101652972,623384,5956,20389
BarackObama,7.64E+17,11-08-2016 15:56,"b""Being cynical is easy. It's having hope in the face of adversity that's hard\xe2\x80\x94but essential. https://t.co/60rtFlFjWp""",-4,6120,17066,101652972,623384,5956,20389
BarackObama,7.63E+17,10-08-2016 20:26,b'Grab one of these for all your progressive organizing travels. https://t.co/1sNkW0iJwY https://t.co/UlT5Wszne5',0,384,2188,101652972,623384,5956,20389
BarackObama,7.63E+17,10-08-2016 17:36,"b""Don't let the cynics win. Keep pushing for change with @OFA. https://t.co/uNYCHVCDWH""",4,561,2519,101652972,623384,5956,20389
BarackObama,7.63E+17,10-08-2016 15:37,"b""We've accomplished so much as a movement\xe2\x80\x94and it's thanks to the power of organizing. https://t.co/9VIhARMNvL""",4,3376,12581,101652972,623384,5956,20389
BarackObama,7.63E+17,09-08-2016 20:54,"b""Judge Garland has now waited 146 days. That's shameful\xe2\x80\x94and irresponsible. #DoYourJob https://t.co/JaP7YUQyOV""",0,5535,12189,101652972,623384,5956,20389
BarackObama,7.63E+17,09-08-2016 19:01,b'Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented\xe2\x80\x94and unacceptable: https://t.co/G3HWlzCJx6 #DoYourJob',0,1111,3346,101652972,623384,5956,20389
BarackObama,7.63E+17,09-08-2016 16:59,b'Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. https://t.co/oEPoijSThE',0,1129,3704,101652972,623384,5956,20389
BarackObama,7.63E+17,09-08-2016 14:59,b'RT @WhiteHouse: Watch @POTUS and @FLOTUS share their favorite Olympic memories\xe2\x80\x94and cheer on #TeamUSA: https://t.co/p2YKF9yZhl https://t.co/\xe2\x80\xa6',4,1147,0,101652972,623384,5956,20389
BarackObama,7.63E+17,08-08-2016 21:00,b'President Obama has done more to improve energy efficiency than any previous U.S. leader. https://t.co/RnYnwaopaG #ActOnClimate',4,1605,6203,101652972,623384,5956,20389
BarackObama,7.63E+17,08-08-2016 19:41,b'Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate. https://t.co/EbM6XUrDRW',4,977,3817,101652972,623384,5956,20389
BarackObama,7.63E+17,08-08-2016 18:13,b'Show your support for bold action to fight climate change. https://t.co/DnEYpzMPrY #ActOnClimate',4,502,1800,101652972,623384,5956,20389
BarackObama,7.63E+17,08-08-2016 16:40,b'Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE',4,1695,7322,101652972,623384,5956,20389
BarackObama,7.63E+17,08-08-2016 15:16,"b""These extreme records aren't a fluke\xe2\x80\x94climate change is largely caused by human activity. https://t.co/vENHkR9Exl #ActOnClimate""",4,1784,3992,101652972,623384,5956,20389
BarackObama,7.62E+17,06-08-2016 19:17,"b'""Team USA reminds the world why America always sets the gold standard."" \xe2\x80\x94President Obama https://t.co/N0gNxp5fEg'",0,1778,8150,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 21:12,b'President Obama reflects on his experience as a feminist\xe2\x80\x94and his hopes to continue building toward gender equality. https://t.co/77Sy5Fi0kr',0,4047,13413,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 19:30,b'RT @WhiteHouse: FACT: Wages are rising at the fastest pace in 7 years \xe2\x86\x92 https://t.co/C8P76lnNkb #JobsReport https://t.co/erXP4sSOsd',0,694,0,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 18:18,"b""Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. https://t.co/iXJjuWeOB6""",4,3176,11772,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 16:49,"b""This is a good thing for American workers and businesses\xe2\x80\x94but there's more work to do. https://t.co/QGb6k0pwPr""",4,1667,5801,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 15:42,"b""Our economy is continuing its comeback. Let's keep up the progress. https://t.co/qUPGBzkqQ5""",0,1631,6920,101652972,623384,5956,20389
BarackObama,7.62E+17,05-08-2016 14:31,"b'The economy added 255,000 jobs in July\xe2\x80\x94a record-breaking 77 months of private-sector job growth.'",0,2975,9738,101652972,623384,5956,20389
BarackObama,7.61E+17,04-08-2016 22:29,b'It\xe2\x80\x99s President Obama\xe2\x80\x99s last birthday in office\xe2\x80\x94\xe2\x80\x8bd\xe2\x80\x8bon\xe2\x80\x99t forget to sign \xe2\x80\x8bthe card. https://t.co/CLi4FB4WKp',0,1200,5835,101652972,623384,5956,20389
BarackObama,7.61E+17,04-08-2016 20:01,b'Keep that smile going strong. Wish President Obama a happy 55th birthday today: https://t.co/tSHQHvncPX https://t.co/G2qXz14MS1',4,4875,17817,101652972,623384,5956,20389
BarackObama,7.61E+17,04-08-2016 17:46,"b""Make President Obama's last birthday in office extra special. Sign the card: https://t.co/DgxEf3bhxa #TBT https://t.co/eEqqEJ114i""",4,1719,7959,101652972,623384,5956,20389
BarackObama,7.61E+17,04-08-2016 16:22,b'The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate. https://t.co/UBXPe98NUF',4,1447,6293,101652972,623384,5956,20389
BarackObama,7.61E+17,04-08-2016 14:24,b'One last birthday as Organizer-in-Chief. Help make it a good one\xe2\x80\x94sign the card now: https://t.co/B5SHzEgogW https://t.co/5CDfypnatQ',4,2105,10196,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 23:32,b'Birthday game: stronger. \nWish President Obama a happy 55th. https://t.co/SXUywd7WiG https://t.co/fs6mKxiGAf',4,3404,10261,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 21:42,"b'From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate. https://t.co/aBMaZdrgGB'",4,844,3765,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 20:06,"b""Don't sleep on this\xe2\x80\x94the President's birthday is tomorrow. Sign the card now: https://t.co/3WFStgOrZs https://t.co/gnVYxrg3Xx""",0,1067,5069,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 18:35,b'Today is the one-year anniversary of the Clean Power Plan\xe2\x80\x94show your support in the fight to #ActOnClimate. https://t.co/0knkqAe3oE',4,589,2260,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 17:11,b'The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate https://t.co/UDp2Ti5ji1',4,1613,6279,101652972,623384,5956,20389
BarackObama,7.61E+17,03-08-2016 15:37,b'Show President Obama some love on his 55th birthday\xe2\x80\x94sign the birthday card. https://t.co/Tzhrrxe07J https://t.co/Bxl1FsOVFd',4,1930,10287,101652972,623384,5956,20389
BarackObama,7.61E+17,02-08-2016 20:46,"b""Step 1: Sign President Obama's birthday card. \nStep 2: Celebrate. https://t.co/h7pKIzy7cc https://t.co/9tW6bxDIiT""",0,2859,10700,101652972,623384,5956,20389
BarackObama,7.61E+17,02-08-2016 19:45,b'Senate leaders are weakening our highest court by refusing to vote on Judge Garland. https://t.co/FPgZJBQKL5 #DoYourJob',0,767,2537,101652972,623384,5956,20389
BarackObama,7.61E+17,02-08-2016 18:21,b'It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob https://t.co/IX6RxQ300I',0,8515,18664,101652972,623384,5956,20389
BarackObama,7.61E+17,02-08-2016 16:41,"b""Supreme Court seats: 9\nCurrent number of Justices: 8\nNumber of hearings/votes on President Obama's nominee: 0\nhttps://t.co/lpyEEkFhrf""",0,1895,4525,101652972,623384,5956,20389
BarackObama,7.60E+17,02-08-2016 15:28,b'44 is turning 55. Celebrate\xe2\x80\x94sign the card. https://t.co/608nLDOLP4',0,847,4589,101652972,623384,5956,20389
BarackObama,7.60E+17,01-08-2016 20:58,b'Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. https://t.co/7pWxq5J2DO #DoYourJob',4,971,3180,101652972,623384,5956,20389
BarackObama,7.60E+17,01-08-2016 18:45,"b'The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob https://t.co/HmgNHkz7e8'",0,7349,16694,101652972,623384,5956,20389
BarackObama,7.60E+17,01-08-2016 16:47,b'55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. https://t.co/oUxjlKyav0 https://t.co/43jKdxP6Ys',4,1272,6805,101652972,623384,5956,20389
BarackObama,7.60E+17,01-08-2016 15:38,b'Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. https://t.co/bjY7c005w5 https://t.co/SDHeeVPnlR',0,721,2980,101652972,623384,5956,20389
BarackObama,7.59E+17,30-07-2016 18:58,"b'""We all have to do our job. The President has done his. Senate Republicans must do theirs."" \xe2\x80\x94@VP Biden https://t.co/QxhI589Zdv #DoYourJob'",0,1389,5641,101652972,623384,5956,20389
BarackObama,7.59E+17,30-07-2016 17:36,b'\xf0\x9f\x8e\xb6 Sign the card and wish President Obama a happy birthday. \xf0\x9f\x8e\xb6 https://t.co/NgkIZGXHbc https://t.co/0dkapeIOjR',4,1562,7889,101652972,623384,5956,20389
BarackObama,7.59E+17,30-07-2016 16:39,"b'In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. https://t.co/QxhI58rAC5'",0,466,2203,101652972,623384,5956,20389
BarackObama,7.59E+17,29-07-2016 20:22,"b""Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. https://t.co/xiGIdD2Ask""",0,3255,7864,101652972,623384,5956,20389
BarackObama,7.59E+17,29-07-2016 19:05,b'Add your name if you think the Supreme Court is no place for partisan political games: https://t.co/sK8BDevFue #DoYourJob',0,755,2911,101652972,623384,5956,20389
BarackObama,7.59E+17,29-07-2016 17:42,"b""It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end. https://t.co/0P8jRkYUCq""",0,5874,17549,101652972,623384,5956,20389
BarackObama,7.59E+17,29-07-2016 16:10,"b""Help President Obama celebrate his 55th birthday by signing @OFA's card today: https://t.co/nr2aVrgt7C https://t.co/RZuTbsfesr""",0,1254,6384,101652972,623384,5956,20389
BarackObama,7.59E+17,28-07-2016 20:41,"b""Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/sDgDkRxb6W""",4,904,3085,101652972,623384,5956,20389
BarackObama,7.59E+17,28-07-2016 19:41,"b'Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate. https://t.co/hpHjwknx3v'",4,1149,3235,101652972,623384,5956,20389
BarackObama,7.59E+17,28-07-2016 16:55,b'Fighting for progress never goes out of style. Get your @OFA Classic Tee: https://t.co/BeG8Ro7HAH https://t.co/UsSmzlKW4z',4,506,2426,101652972,623384,5956,20389
BarackObama,7.59E+17,28-07-2016 15:31,"b""It's time to offer serious solutions on how to build on #Obamacare's progress\xe2\x80\x94not take it away. https://t.co/rw69A5Jybh""",-4,1323,4948,101652972,623384,5956,20389
BarackObama,7.58E+17,27-07-2016 19:38,"b""We've made a lot of progress, but there's still more work to do. https://t.co/CjniZ7ZTTn""",4,2057,8273,101652972,623384,5956,20389
BarackObama,7.58E+17,27-07-2016 17:24,"b""Thanks to #Obamacare, millions of Americans have gained the coverage they need. Say you're proud. https://t.co/cDHxzoPFFk""",4,1144,4804,101652973,623384,5956,20389
BarackObama,7.58E+17,27-07-2016 15:38,"b'Six years later, and Republican leaders still have no credible #Obamacare alternative. https://t.co/Y6yMqo4bEe'",-4,5638,17662,101652973,623384,5956,20389
BarackObama,7.58E+17,26-07-2016 20:33,"b""It's the mark of the movement\xe2\x80\x94wear it proud. Get yours today: https://t.co/9EWLm1eEOB https://t.co/WkXpfoMdMm""",4,733,3866,101652973,623384,5956,20389
BarackObama,7.58E+17,26-07-2016 19:45,"b""Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable. https://t.co/So0px3M6pr""",0,6029,16019,101652973,623384,5956,20389
BarackObama,7.58E+17,26-07-2016 18:36,"b""Let's be clear: #Obamacare is working and helping millions of Americans. https://t.co/OVZqdsjkOn""",4,2162,8237,101652973,623384,5956,20389
BarackObama,7.58E+17,26-07-2016 16:25,b'97 percent of climate scientists agree\xe2\x80\x94climate change is real and man-made. Stand up for bold action: https://t.co/F0IC4JUfn1 #ActOnClimate',4,1167,3547,101652973,623384,5956,20389
BarackObama,7.58E+17,26-07-2016 15:13,"b""It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate https://t.co/OeUW6YqvLc""",-4,2879,9851,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 21:29,b'Add your name if you think we need common-sense legislation to prevent gun violence. https://t.co/u5ACT4qt8v #DisarmHate',0,1155,3896,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 20:33,b'Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate https://t.co/n46r7RDnQI',-4,4929,14164,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 19:27,"b'RT @FactsOnClimate: Announcing the sequel to the #ParisAgreement \xe2\x80\x94 ""the most significant action this year"" to reduce global warming: https:\xe2\x80\xa6'",4,341,0,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 18:02,b'Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. https://t.co/tnioCrRvkC',0,716,2791,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 17:02,"b""Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob https://t.co/H5EWm5gQug""",4,3825,11412,101652973,623384,5956,20389
BarackObama,7.58E+17,25-07-2016 15:55,"b""The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet\xe2\x80\x94we need to #RaiseTheWage.""",0,3559,10021,101652973,623384,5956,20389
BarackObama,7.57E+17,23-07-2016 17:54,"b'""Our economy is stronger today than it was before the crisis."" \xe2\x80\x94President Obama https://t.co/u441ol4m3B'",0,1556,6621,101652973,623384,5956,20389
BarackObama,7.57E+17,23-07-2016 16:08,"b'In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. https://t.co/u441ol4m3B'",4,622,2773,101652973,623384,5956,20389
BarackObama,7.57E+17,22-07-2016 16:41,b'Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: https://t.co/aYkFs9IzS7',0,1022,3531,101652973,623384,5956,20389
BarackObama,7.57E+17,22-07-2016 15:23,b'A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob https://t.co/dFjboU0TYX',4,3346,9400,101652973,623384,5956,20389
BarackObama,7.56E+17,21-07-2016 20:50,b'Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: https://t.co/GTDwZu2lNT',4,623,2522,101652973,623384,5956,20389
BarackObama,7.56E+17,21-07-2016 19:13,b'Our economy is making real progress. https://t.co/xBgqyYEoG0',4,2557,8958,101652973,623384,5956,20389
BarackObama,7.56E+17,21-07-2016 17:55,"b'By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG'",4,5484,13156,101652973,623384,5956,20389
BarackObama,7.56E+17,21-07-2016 15:59,b'America\xe2\x80\x99s businesses have created more than 14 million new private-sector jobs over 76 straight months. https://t.co/e4a5X2bv0j',4,4544,15791,101652973,623384,5956,20389
BarackObama,7.56E+17,20-07-2016 19:34,"b'For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. https://t.co/Ps1Dk0Asqx'",-4,1712,4050,101652973,623384,5956,20389
BarackObama,7.56E+17,20-07-2016 17:33,"b'RT @WhiteHouse: FACT: Since @POTUS took office more than 50,000 workers have been trained to enter the solar industry #ActOnClimate https:/\xe2\x80\xa6'",4,1035,0,101652973,623384,5956,20389
BarackObama,7.56E+17,20-07-2016 15:38,b'Make your voice heard: The Senate must fill the vacancy on the Supreme Court. https://t.co/GguLMpuUkq #DoYourJob',0,1045,2917,101652973,623384,5956,20389
BarackObama,7.55E+17,19-07-2016 16:10,"b""Today marks 125 days since Judge Garland's nomination\xe2\x80\x94the longest time in history from nomination to confirmation. https://t.co/9qff6NdrmR""",0,7621,12886,101652973,623384,5956,20389
BarackObama,7.55E+17,18-07-2016 20:43,b'Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: https://t.co/IArYejb7bN',4,1148,3285,101652973,623384,5956,20389
BarackObama,7.55E+17,18-07-2016 18:45,b'The majority of Americans believe Judge Garland should get a fair hearing\xe2\x80\x94add your name if you agree. https://t.co/mkmVF9JsZW #DoYourJob',4,1102,4180,101652973,623384,5956,20389
BarackObama,7.55E+17,18-07-2016 16:42,"b""Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: https://t.co/CdCsAdSJlB #DoYourJob""",0,939,2591,101652973,623384,5956,20389
BarackObama,7.55E+17,17-07-2016 21:03,b'Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. https://t.co/51KA2cvfHk',0,744,2634,101652973,623384,5956,20389
BarackObama,7.54E+17,15-07-2016 18:58,b'Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. https://t.co/0UeX55Gijc',0,583,2865,101652973,623384,5956,20389
BarackObama,7.54E+17,14-07-2016 21:28,b'Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC: https://t.co/TeFybh04PX',0,830,3192,101652973,623384,5956,20389
BarackObama,7.54E+17,14-07-2016 18:33,b'Stay in touch with the latest news\xe2\x80\x94join the @OFA Truth Team: https://t.co/7KhfzVgngW https://t.co/4JlimjSOUx',4,480,2079,101652973,623384,5956,20389
BarackObama,7.54E+17,14-07-2016 16:27,b'Check out @VP Biden on the Supreme Court vacancy and Senate Republicans\xe2\x80\x99 continued obstruction. https://t.co/HY8W77Ky1J #DoYourJob',0,598,2330,101652973,623384,5956,20389
